posting_id	sitio	operacion	precio	calle	altura	losa_central	aire_acond	apto_credito	cochera	seguridad	luminoso	balcon_aterrazado	barrio_oficial	moneda	accesible_movilidad_reducida	acepta_caucion	agua_caliente_central	ambientes	antiguedad_años	apto_profesional	ascensor	balcon	baulera	baños	dependencia_servicio	dormitorios	expensas_incluidas_en_precio	gimnasio	lavadero	m2_total	ofrece_financiacion	parrilla	pileta	portero	sum	terraza	tiene_expensas	expensas	sobre_avenida	precio_por_m2	segmento_zona	segmento_zona_modelo	log_precio	log_m2	log_precio_m2	amenities_count	m2_relativo_barrio
58590300	zonaprop	venta	75000.0	Reconquista	500.0	0	1	0	0	0	1	0	San Nicolas	usd	0	0	0	2.0	45.0	0	0	0	0	1.0	0	1.0	False	0	1	48.0	0	0	0	0	0	0		120000.0	0	1562.5	estandar	estandar	11.225256725762893	3.8918202981106265	7.354682176897896	3.0	0.898
58590603	zonaprop	venta	195000.0	Crisólogo Larralde	2600.0	0	1	0	0	0	1	0	Nuñez	usd	0	0	0	3.0	18.0	0	0	1	0	1.0	0	2.0	False	0	1	59.0	0	1	1	0	0	1		207500.0	0	3305.084745762712	estandar	estandar	12.180759965737863	4.0943445622221	8.103519911979442	7.0	0.963
58590654	zonaprop	venta	198000.0	Rio De Janeiro	100.0	1	0	0	0	0	0	0	Caballito	usd	0	0	0	4.0	30.0	0	0	1	0	2.0	0	3.0	False	0	0	147.0	0	0	0	0	0	0		490000.0	0	1346.938775510204	estandar	estandar	12.19602736016897	4.997212273764115	7.206331871679813	2.0	0.564
58590655	zonaprop	venta	64000.0	Castro Barros	300.0	0	0	0	0	0	0	0	Almagro	usd	0	0	0	1.0	15.0	0	0	0	0	1.0	0	1.0	False	0	0	31.0	0	0	0	0	0	0		185000.0	0	2064.516129032258	estandar	estandar	11.06665398721974	3.4657359027997265	7.63313541558496	0.0	0.899
58590673	zonaprop	venta	133000.0	Castro Barros	1000.0	0	0	0	0	0	0	0	Boedo	usd	0	0	0	3.0	20.0	0	0	0	1	2.0	0	2.0	False	0	0	58.0	0	0	0	0	1	0		200000.0	0	2293.103448275862	estandar	estandar	11.798111925972618	4.07753744390572	7.738097391823328	2.0	1.104
58590794	zonaprop	venta	130000.0	Nuñez	5100.0	0	1	0	1	1	1	0	Villa Urquiza	usd	1	0	0	2.0	14.5	0	1	1	0	1.0	0	1.0	False	1	1	56.0	0	1	1	0	1	0		380000.0	0	2321.4285714285716	estandar	estandar	11.775297421715827	4.04305126783455	7.750368715178911	12.0	0.818
58590796	zonaprop	venta	189000.0	Avenida Santa Fe	3000.0	1	0	1	0	0	0	0	Recoleta	usd	1	0	0	3.0	40.0	1	0	0	1	1.0	1	2.0	False	0	1	83.0	0	0	0	0	0	0		240000.0	1	2277.10843373494	estandar	estandar	12.149507585033072	4.430816798843313	7.731100743284685	8.0	0.864
58590832	zonaprop	venta	178000.0	Nazca	400.0	0	0	1	0	0	1	0	Flores	usd	1	0	0	4.0	40.0	0	0	1	0	2.0	1	3.0	False	0	1	126.0	0	0	0	0	0	0		216000.0	0	1412.6984126984128	estandar	estandar	12.08954444723597	4.844187086458591	7.253964537072903	6.0	0.719
58591036	zonaprop	venta	179000.0	Avenida Angel Gallardo	700.0	0	0	0	0	0	1	0	Caballito	usd	1	0	0	3.0	30.0	0	0	1	0	1.0	0	2.0	False	0	0	72.0	0	0	0	0	0	0		150000.0	1	2486.1111111111113	estandar	estandar	12.095146671399466	4.290459441148391	7.818877119569043	4.0	1.041
58591270	zonaprop	venta	198000.0	Ramallo	1900.0	0	0	0	0	1	1	0	Nuñez	usd	1	0	0	3.0	6.5	0	0	1	0	1.0	0	2.0	False	0	0	63.0	0	0	0	0	0	0		185000.0	0	3142.8571428571427	estandar	estandar	12.19602736016897	4.1588830833596715	8.053205714494222	4.0	0.916
